,date,rating,title,review
241,Date of stay: October 2014,50,Unbeatable,"We have been to Hong Kong several times but until now have never been able to afford to stay at the Peninsula. We have often sat in the vaulted lobby and drunk a cocktail wondering what it might be like to stay. That prospect beckoned distantly but when at last the opportunity came for us to stay for five nights, we seized it, wondering if the experience would be worth the not inconsiderable cost.

It was worth every cent and more, simply to experience an incomparable sense of being pampered at every turn.

The exquisite service began with the Rolls Royce limousine transfer from the airport. This is not just a limo ride. The service began as we stepped out of the airbridge, from which we were whisked by buggy to immigration. Our bags were lifted from the carousel for us and carried to the Rolls Royce. We literally did not see them until we arrived in our room, where they awaited us. The trip from the airport to Kowloon was an experience in whisper-quiet transportation with soft Italian ballads playing in the background. Our delayed late night arrival could not have been made more easy.

Our room was in the original building and so had a high ceiling and attractive scale. The appointments are simply stunning and the bathroom is a delight of clever design and old fashioned luxury. We swam every day in the sumptuous pool area where access to the spa to change is gratis and attendants can arrange breakfast if you desire.

Dinner at Gaddi's was a wonderful evening of fine French dining and dancing, serenaded by a cocktail trio of rare talent. The Verandah buffet dinner was a wonder of small dishes, all of which would have qualified for Michelin star status anywhere else. Afternoon tea was the tradition it promised. A table can be booked for afternoon tea by guests of the hotel (but others must queue and there are many who do). And breakfasts were a delight of beautiful dishes and delicious tea served in solid silver pots.

If you must venture out (and this is the only hotel we have ever stayed in that makes this a real question) the hotel is in prime position next to the harbour, ferries, MTR station and Kowloon shopping. An entrance to Tsim Sha Tsui MTR station is immediately behind the hotel and the station concourses offer a subterranean air conditioned alternative to walking above ground for quite a distance around the lower part of Kowloon.

Each room in the hotel has its own attendant (a kind of semi-butler) and there are deft little touches such as a drop box which allows laundry and shoes to be left for pick up without the need to be disturbed in the room. Laundry returned to the room comes in a beautiful lacquered box topped with an orchid. This is also the only hotel known to offer a built-in nail dryer, for those needing to harden their manicure polish!

For guests required to work, the desk area is cleverly laid out with built-in adapter plugs and all the equipment you may need, including a wireless printer should you need to print documents from your computer. The bedside table has a drawer in which a set of all standard phone chargers is permanently tapped into the power supply, in case you mislay yours. The room is equipped with VOIP telephone so that long distance calls are without cost and you can avoid the need to account to your home mobile carrier as well.

We could go on endlessly, but the final note is on cost. For an unparalleled experience the cost was high, but not so high as to make this an unattainable luxury. We will be saving our pennies because a week at the Peninsula Hong Kong is, well, a slice of hotel paradise."
242,Date of stay: October 2014,50,Service at it's best,Never have I been so keen to write about a stay I've had at a hotel. I have been fortunate enough to stay in some great hotels but the Peninsula Hotel's service was simply the best I have ever experienced. The experience starts as soon as you check in to the hotel and from there it never stops. We were in Hong Kong to celebrate my daughter's 8th birthday. When we arrived there was a birthday cake awaiting her in the room and of course some candy. It was also halloween and she was invited to a halloween party organised by the hotel where she was pampered and treated like a princess. This was an amazing stay and a special thanks goes out to Henri and Keiko.
243,Date of stay: July 2014,50,Truly experience luxury!,"I fall short of words to describe how impeccable the hotel was. It screams luxury, class and a certain old world charm that is hard to find even in the most prestigious hotels. The hotel is itself has a history that dates almost 100 years and is popular for various traditions like the afternoon tea (which is a touristy thing to do by itself).

The rooms were designed with thought, care and consideration. They are extremely spacious- huge king size bed, study desk and a dressing table with additions like a nail paint dryer and dressing mirror. These things makes you happy! Then there are all the gadgets placed in the room for guests convenience like tablet synced everything (from lights, temperature to room service and concierge) truly eliminating the need to call up the front desk! And then there is the bathroom which is what bowled me over. There is a separate shower cubicle and WC as well as a bath tub. Like all Peninsulas the toiletry is from Oscar de la Renta and is just smashing.

The pool and the gym both are on the top floor of the main building, overlooking the harbour and provides fantastic views of the skyline in the evening. The pool area itself (though not open air) is very tastefully done up.

The service is extremely good, staff courteous and more than willing to help. Its also very well located. Attractions near by include the Space and Art Mueseum, Avenue of Stars, Tsim Tsa Sui MTR station, Star Ferry terminal and shopping options plenty."
244,Date of stay: October 2014,40,Iconic hotel with poor breakfast experience,"Peninsula is one of the iconic hotels in Hong Kong. Hotel has excellent location close to all attractions and Star Ferry. The lobby and all other public areas are nice and well maintained.
We stayed in a room with stunning harbour/ Hong Kong Island view. Our room was big enough with comfortable bed, nice decor and high quality materials ( wood, leather and marble ), it was very well equipped including 3D tv and 3D blu ray player with movie library.
Room service was very good. We used airport RR transfer which offers not only smooth and comfortable trip in a legendary car but also baggage assistance in the airport. I highly recommend.
Unfortunately I can not recommend breakfast. We had buffet breakfast in Verandah cafe ( breakfast a la carte is available in the lobby as well ). First of all restaurant/hotel accepts guests in sportwear - I saw few people with shorts, sneakers and white socks who looked like they came directly from the gym which doesn't really match elegant decor and atmosphere of Verandah cafe. Secondly it was very busy and we had to wait for a table. I travel a lot and to be honest it was the first time in my life I had to wait for a table - being a hotel guest. I had to ask for my eggs 3 times until I got them. When I asked for sweet chilly sauce for spring rolls - they didn't kńow what I was talking about and they brought 3 completly different things. The food selection was OK but nothing to die for, very poor bread selection ( and poor quality as well ). All together I didn't really enjoy the breakfast and can not recommend it."
245,Date of stay: October 2014,10,What a mess !,"I have stayed at top hotels around the world . Park Hyatt - Vendome , St, Regis Rome , Four Seasons Hualalai .Ritz Motreal , ETC . I booked this hotel through Amex Platinum program for November .I have received emails from Mandy Wong , Leo Ho and and Vincent Lim !
They all have different answers . There are no consistency .
They told me that Amex platinum benefits are not accurate . It would be not honors .
If you are busy person and wants luxury on your vacation .
I would recommend four seasons or Mandarin Orienta for Hong Kong :)"
246,Date of stay: October 2014,50,Impeccable,"I stayed 3 nights at the Peninsula this past October. I had stayed there a number of times, but not in a couple of years. The room and the service were near perfect. I had always loved the old world charm of the rooms which had high ceilings and were decorated in soothing beige with black lacquer cabinets and large beds. But my room this time had a number of touches that anticipated needs----a drawer next to the bed had a charging center with chargers for every type of device, ipads on either side of the bed had controls for curtains/lights/privacy/alarm as well as lists of services, alarm and menus, nespresso machine (I asked for extra pods one day and was provided extra pods for each day of my stay without my asking), waffle weave robes in addition to terry robes, much larger selection of TV channels than last time, office needs (fax machine, desk items, stationery), multiple outlets for plugs.

Other notes about the service:

1. My bags were in my room before I had finished check-in
2. Tea arrived almost immediately after I got to my room
3. I had left something behind and the day after I checked out, I received an email about it. It was put in the post that day.
4. Fruit was replenished every day.
5. I had left a headset in my room. I was informed the day after I checked out and it was mailed to me so that I had it by the time I returned to the US.

If I had to point out any deficiencies, it would be that there is no list of wines available on the room service menu. I had to call to get a list of wines by the glass and the list was very short."
247,Date of stay: September 2014,50,It's a Must,Heading to The Peninsula Hotel in Hong Kong for High Tea is just one of those things you MUST do when you visit the city. We had a 45 minute wait for the table but it was well worth it. The food and service were superb and you feel really special being in such gorgeoous surrounds. Thoroughly recommended.
248,Date of stay: October 2014,50,Fit for a king or 3,"I write a lot of hotel reviews and people often ask me what my bench mark is - well this is it.

I have been coming to the Pen for several years now and have also stayed at such icons as the Ritz Paris, Hotel Baeur Grumwald Il Palazo Venice and the Palace New York. The Pen leaves them all for dead.

If you want to experience true luxury and service than this is it. From the Rolls Royce transfer to the luxury of the Spa and the sheer elegance of the lobby this hotel never disappoints.

On this quick stop, the hotel staff detected we were returning guests and a signed card and chocolates awaited us in our room from the hotel manager.

The staff address you by name and many just know us and are always so kind.

This is a faultless hotel and once you have stayed here it is difficult to stay anywhere else.

If you can afford it do yourself a favour and stay in this, the world's best hotel.

To Ms Chan and all her amazing staff - thank you for all your amazing service and sheer luxury."
249,Date of stay: November 2013,50,WOW - Deluxe Harbour View Suite,"Stayed here courtesy of friend's Amex Centurion promotion - and it is hands down the BEST hotel experience any of us had so far. The suites is a massive room that's larger than 90% of the homes in Hong Kong, fitted out with top quality and tasteful deco (e.g. the corner spa bath overlooking the harbour, walk-in robes, multi-adapter phone charge points, Focal headphone, etc - the list goes on and on).

It's also one of the rare instances where the hotel website / photos do not do the actual room justice - the suite turned out to be much larger and impressive.

Definitely highly recommended and would return (when I can afford it myself)."
250,Date of stay: November 2013,50,I want to be there right now...,"It all began with an airport greeting by a host to direct us through immigration who then handed us off to another to collect our bags and steer us through a separate exit to our waiting Rolls Royce limousine. While my husband took advantage of the WiFi and we appreciated the lights of the city during the thirty minute commute, I had a tear or two, feeling so fortunate. Whisked through the lobby for in-room registration, upgraded to a stunning room, we were oriented to such amenities as an office desk (including FAX, Peninsula Post-Its, a highlighter and every size paperclip, as well as the more mundane pens, paper, etc.); Bose equipment (earphones in each underlit bedside table and surround sound), a makeup table with a mirror that was both perfectly lit and retractable, coasters that slid out of the arms of the loveseat, along with every other detail one would expect in a five star accommodation. Just inside the entrance to the room was a door beneath the well-appointed luggage rack and wardrobe. It was within this cubicle that our morning paper arrived and when I placed laundry there and sent an alert via one of three IPads stationed throughout the room to fulfill one’s every wish, it was whisked away and returned later that day. The small pieces were folded in tissue paper, delivered in a beautiful leather case adorned with an orchid. Those little services made me so happy. Oh, and might I add it was the Best Bed Ever which made getting up in the morning a necessary challenge."
251,Date of stay: July 2014,50,What a great experience in hotel !;),"There is nothing bad I can say about the hotel. It a fabulous hotel great with location, setting and service. When I dun know how to change the TV channel to englishl, I can found the staff easily and just take a min , and they can help me change to english channel quickly!Also,the sleep is good, the rooms is spacious. The free wifi is great and the shower area is fabulous! There is no noisy aircon, bad sound proofing of door and they even have a free smartphone for you to use (it includes free data, free calls etc).
Everything is perfect! I would definitely be going back there again!"
252,Date of stay: September 2014,50,Perfection!,"This may be the best city hotel we have ever stayed in. Although the room was not especially large, it was so well thought out and appointed that made it especially comfortable. The service in the hotel was flawless and the concierge desk outstanding. The pool is large and quiet as it is reserved for hotel guests only.
Wait until you have the breakfasts or the afternoon tea- bliss"
253,Date of stay: October 2014,50,You have to do it once,"The peninsular hotel Hong Kong is a hotel I have wanted to stay in my whole life. And I was not disappointed a true Grand Dame!! The check in easy. The room with a harbour view incredible. I am always weary of too much technology in a hotel room , this room was tecked up to an inch of its life , but all so easy to use. The Afternoon tee a treat, the Buffet restaurant one of the best I have had. Would I stay in this hotel again? NO I wouldn’t . They problem with these “famous” hotels is that they are a tourist attraction. The foyer was like a train station with the amount of people. The hotel had no outside space to sit , drink and enjoy. I am so glad I stayed there everyone should once. However I do think the Four Seasons has the edge."
254,Date of stay: October 2014,50,Best hotel in asia?,"Being a regular traveller I set the bar higher than most people but I must say that there was not a single thing during the visit that I was not happy with.

Room was spacious and the bed was comfortable, unlike most hotels the air conditioning controls worked and I was able to chill the room down to a comfortable temperature to sleep in.

Free wifi and IP phone were a nice bonus, I asked for an ironing board and iron and it appeared in only a few minutes, a pleasant change from my experience.

Breakfast in the veranda restaurant was included and had a great range of breakfast options, service attentive but not intrusive.

I had lunch in the lobby restaurant and service and food was good also.

Bill was a bit on the high side but when you compare the hotel to its peers The Savoy and Browns in London and other truly great hotels it was competitive.

Definitely will make this my base for future trips to Hong Kong."
255,Date of stay: September 2014,50,Best hotel I ever stayed in.,"This hotel has everything one can expect from a 5 star hotel.

From when they pick you up (in style with RR) till you leave total service.

The rooms have everything you want. (Printers, audio/TV. etc)

Great bed!"
256,Date of stay: September 2014,50,Perfect - Faultless,"The Peninsular was the first stop on my six week retirement holiday - a perfect start to a special holiday .

We arranged to Rolls Royce transfers to make the start of the holiday extra special - oh what a treat with door to door care with being met as we got off the plane with a buggy taking us to baggage claim then an agent escorting us through to the car - what a treat ;)

On arrival our check in was done in our third floor corner suite .

The suite was spacious and with everything one would want .

Included in our booking was breakfast as well as a three hour use if the town car and driver . Just the best breakfast and the car was excellent to see some of Hong Kong .

Service at the Peninsular is extraordinary .

The Peninsular is a must in a lifetime but we will be back again ;)"
257,Date of stay: September 2014,50,What can you say?? Luxury Hotel...,"This hotel is spectacular. The staff, the food, the service. Stayed here with two kids. Breakfast was complimentary and offered a large selection - all the food was great! Loved the tea service. You honestly cannot ask more from a hotel than this. If you want to indulge, stay here.... Convenient location, close to MRT and ferries and numerous restaurants just up the road."
258,Date of stay: September 2014,50,Luxury of the highest order...,"I have had a fortunate year; staying in some of Asia's finest properties.
When the reputation of a hotel is as legendary as The Peninsula Hong Kong there is always pre-arrival trepidation - will the reality meet the mark - our stay here did indeed. This is a property for your bucket list.
We enjoyed three (child-free) nights in a harbour facing, corner Suite; on the 3rd floor of the original building. This is where I would request to return to again and again.
Hotel facilities are superb (the only blight was the renovation of the pool deck meant we had to lounge out on the gym deck - the positive flip side is that it will be all spanky new for our next visit). All staff were fabulous - on the Concierge desk they secured restaurant tables at a moments notice and gave great recommendations for tailors.
We had brunch at The Verandah (perfect); gin and tonics from the specialist trolley in The Lobby (must try); as the Typhoon started to blow outside we had room service and a movie (the BEST club sandwich and fries) - there are many more options to easily fill a longer stay (indulge at the chocolate room - go for the Haute Cuisine handmade options).
My parting note is that I discovered a NAIL DRYER in the bedroom - along with the Oscar de la Renta bathroom amenities; and the stunning daily fresh florals - luxury of the highest order!"
259,Date of stay: October 2014,40,Fantastic room rest no so,"Stayed 1 night. Arrived early, staff courteous and friendly, the laid out a small breakfast in the room which was very nice touch. The room itself is very intuitive, plug sockets and chargiers in abundance. They have clearly
thought of the business traveller. Had a light lunch at the cafe (light as in small portion). The issue I had was the constant interruptions whilst working in the room from staff coming and going on the clean up. Also I arrived back late last night. Asked if a pressing service was available (11pm) so my suit could be ready for the morning. Told it was 24 hours. Even this is declared on the form. So bundle suit in the bag and put in the valet box. Them 30 mins later a knock on the door asked if pressing could be done by 7.30. I said I was leaving at 6am. They went away only to return another twenty minutes later to be told pressing not available. Only open at 7am. Despite being informed by concierge and on the forms.

So took crumpled suit out. Called shangri la hotel my next stop and they informed me they could express on arrival. Guess where I am staying next time in Hong Kong"
260,Date of stay: September 2014,50,What an oasis - awesome!,"We unexpectedly ended up at the Peninsula after Tom was denied boarding by Cathay Pacific because his passport did not have three empty visa pages (had 1 visa, 2 amendement/endorsement pages). Argh! Stuck in HK with no HK money (which we had spent down thinking we would be in Bali in a few hours), no assurance that we would get the passport issues resolved in time to get to Bali (forsaking our wonderful Four Seasons Jimbaran Bay reservations), and potentially losing our business class seats. HK was a steam bath, we were frazzled from quickly getting a SIM chip for a phone so we could call the US consulate, hiring a car/driver to take us to the consulate, getting more HK money, trying to figure out what to do while we waited for the passport to be ready for pickup later that afternoon. We decided to make lemonade from the lemon situation and when I saw that the Peninsula had rooms we booked it. We straggled into the reception area sweaty, upset, tired, hot, dressed like we had just come off a safari (khaki travel vest and shlumpy airline travel clothing, backpack suitcases (because we left the big stuff at the airport) and totally frazzled. From the moment we stepped through their doors our burdens were lifted. They greeted us as graciously as the other bejeweled, beautifully coiffed and dressed other guests. Repeated assurances that they would take care of things. Suggested we wait in the lobby and have lunch while our room was being readied. Charged up my cell phone (which was nearly empty since I hadn't expected to use it). When shown to the room, we collapsed in relief, then explored the many amenities including the TV in the bath tub area, Star Trek like control iPad by the bed, the complete charging station in the pull out bedside drawer with every imaginable cable (micro, mini, standard USB, phone jacks, etc), the printer/fax, nail dryer!, etc. A staff person brought in a pot of welcome tea in beautiful china. The entire room was beautifully furnished and designed (doors didn't bump in to each other, light switches were placed appropriately so you could shut the bathroom door before turning it on so you didn't awaken the other sleeper. We showered, changed, felt like new people before returning to the consulate for the passport (hooray, only a one day delay and not all weekend! Thank goodness it was Friday and the consulate staff was sympathetic to our situation and tacked Tom on despite a full schedule and no appointments left), then back to the Peninsula for afternoon tea. The Peninsula totally restored us and turned an awful situation into a wonderful situation. Just goes to show that throwing money at problems WILL solve them. The Peninsula certainly lived up to their reputation. I'm only sorry we couldn't stay longer."
261,Date of stay: September 2014,50,Superb,"A wonderful experience. Classic hotel, beautifully appointed rooms with everything you could need, welcoming fruit and chocolates, excellent service from all staff we encountered. Our suite had fantastic views of the harbour and easy to use smart electronic controls for everything. Although the lobby always seemed busy the hotel was very quiet elsewhere. Enjoyed the best hotel breakfast ever on the Verandah and the pool area was great with the service and facilities of a private club. The afternoon tea and the Rolls Royce airport transfer just added to the experience. Loved it."
262,Date of stay: September 2014,50,High Tea a Treat,So many people have said we must have High Tea at the Peninsula. We did and it did not disappoint. Our hotel made reservations for us so we didn't have to wait in line. Definitely would recommend as part of your Hong Kong Experience.
263,Date of stay: September 2014,30,Not even the best in Hong Kong....,"Disappointing. Forget being the best hotel in the world. This is not even the best in Hong Kong. Even prior to check in we had an excruciatingly tedious experience with the Spa staff who showed not an ounce of common sense and flexibility. Check in was embarrassingly slow, and when our room wasn't free 1 hour before check in (despite plenty of availability on the web-site of equivalent rooms) we were invited to wait in the lobby and have an early lunch. Judging by other reviews on this site this appears to be a well thought out tactic by the hotel. When we then re-queued after lunch to compete check in we waited another 10 minutes.

Said lunch was poor. I tried to pre-empt some difficulty by repeating our lunch order to a plainly disinterested waitress 5 times (no exaggeration). Yes, she still got the order wrong. The order - the most complex part of which was a chicken Caesar salad - was abject.

Rooms were very well refurbed and I agree with other reviewers in saying that the fusion of modern technology and design makes for a high quality room. The most positive aspect of our stay.

The spa was ok. But lacking in space and double rooms and poorly configured- I can't believe I'm alone in wanting to be in the same room as my partner for a massage.

The indoor pool is very elegant and relaxing and the gym was well equipped. But again the poolside food was poor. My sushi tasted as though it was brought straight from the chilled shelves at the supermarket.

The complimentary champagne for our anniversary was a pleasant touch and the service in the helicopter waiting area was excellent.

Reverting to my original comment about local hotel competition. The best food? (equivalent HK hotel) - Four Seasons or Intercon. The best spa? Four Seasons or Landmark Mandarin. The best service? Nearly all 5 star equivalents. The best rooms? Maybe. But we got a complementary upgrade at the Upper House, when it wasn't our anniversary and that room was exceptional. And we will return to the Upper House.

Summary: Living on a tired/colonial reputation for a nostalgic memory of an afternoon tea. Thanks for the anniversary memories."
264,Date of stay: November 2013,10,"Yeah, right","The worst ""luxury hotel"" I have ever stayed in. Booked pick-up with the Rolls which was cheap and ancient, ugly car. Driver did not speak a word of English. Room with flower patterns, horrible. Lobby filled with tourists wanting to get pictures, staff seemed to care more about them than the hotel guests."
265,Date of stay: October 2013,50,Superb place to stay,"An experience not to be missed when in Hong Kong. Staff go out of their way to make everything perfect. I have stayed there twice and rooms were really something to write home about. The suite we stayed in had beautiful furniture, fantastic views of the harbour and electric everything. Of course the afternoon tea experience is also a must. Hotel even had a Rolls Royce pick-up service for us to get to the hotel - costs extra though. Love this hotel."
266,Date of stay: October 2013,50,Good not as good as it was!,"We had a lovely stay, the second time I had stayed , the last time was 35 years ago and I was in awe then as a youngster, the hotel is now so much bigger as it was the and I was smaller. Non the less a great stay and I will return. The tradition carries on ."
267,Date of stay: April 2014,40,Historic and classy,"Stayed in a suite, was very large and had complimentary fine chocolates, fruit, and tea upon arrival . We stayed in the older part of the hotel. It was nicely renovated but you can still see and feel the historic nature of this hotel. I Prefer modern but it was fine. Afternoon tea was okay, not as great as it hyped. I actually enjoyed the film on continuous loop on TV showing the history of the HK peninsula....very interesting. Was at the Tokyo Peninsula before coming to this hotel, so was a little let down bcs the tokyo peninsula was perfect to a t. But this one was good nonetheless."
268,Date of stay: September 2014,50,"Sets the benchmark for luxury, unobtrusive service and well-thought-out room amenities","The Peninsula in Shanghai has been the yardstick against which we measure all other hotels so we looked forward to seeing if the Hong Kong Peninsula would best it.

Our Peninsula experience started even before our arrival with several email exchanges to check on our bedding preferences (we decided on down pillows and duvet).

Our Superior Suite was on the fourth floor and had a spectacular view of the Victoria Harbour. At 86sqm, it had a good-sized bedroom with a separate living area. Our son's bed came complete with Peninsula Pagebear-motif sheets. Fluffy slippers, child toothbrush/toothpaste and a plastic cup were also thoughtfully provided.

Samsung Galaxy tablets control the room’s temperature, curtains, TV and lights. We were most impressed with the technology. It was user-friendly and intuitive without being intrusive. International phone calls are free if you use VOIP, and local calls are also FOC.

The TV can be controlled via the tablet or a remote control but we much preferred the remote to navigate through the huge selection of channels. On top of the local TV stations, China TV, and news stations, there were also free movie channels and international cable stations. WiFi is fast and unrestricted. You can connect up to 4 devices per room.

Our bedroom was luxuriously appointed with dark wood surfaces polished to a high shine. Unlike most hotel rooms, this one had plentiful storage space and a large walk-in closet. Also in the walk-in closet is a valet box that the housekeeper can access from the hallway without entering the room. Laundry was left in the box at 11.30am and was returned, impeccably folded and laundered at 6pm. Impressive.

The dressing table features an oh-so-cool retracting mirror that’s backlit. In the drawers are also a nail dryer and hairdryer. Bedside tables have charging stations with international outlets (no need for adaptors!), and USB and iPad/iPhone chargers. Here you’ll also find noise cancellation headphones and iPad extension cords.

In the living room, the study table was equipped with an all-in-one printer/scanner/photocopier. Naturally, you can expect a Nespresso machine, tea-making facilities, wine fridge, and mini-bar. Fresh fruits are replenished daily. Housekeeping was flawless.

The hotel also has some great restaurants. We ate at the Verandah for buffet lunch and The Lobby for high tea. Both were worthwhile experiences.

Our suite came with the use of a chauffeured Mini Clubman for three hours daily but with only two Minis available, you’re advised to book at 7am to ensure you can get hold of one.

The concierge team was enthusiastic and engaging. We particularly liked Sumie who was friendly, gracious and extremely helpful in assisting us with directions and in booking restaurants.

We shall be back for another stay at The Peninsula!"
269,Date of stay: April 2014,50,Most Elegant In Hong Kong,What an amazing hotel. Loved the tea time in the Lobby serenaded by live orchestra. Great location in center and next to harbor. Everything within walking distance. Great service. Amazing food. Clean rooms. Marvelous bathrooms. Loved the toiletries.
270,Date of stay: September 2014,30,Disappointed.... My third stay at The Pen and probably the last,"Being a native Hong Konger, a stay at The Pen conjures up images of colonial grandeur, opulence and pampering by a fleet of immaculately trained hoteliers. Well, the first two certainly still hold true, but this time I can't help but feel rather disappointed.

Over the years I let myself and my family indulge in the occasional luxury by booking a night at The Pen so we (with wife and two kids) can huddle up and enjoy some quiet moments. We loved it so much the first time that we return to relive the experience again and again. The hardware is undoubtedly top-notch. Our Courtyard Deluxe Room deserves a big ""thumbs up"", with what I can only describe as classy, supplemented with fancy yet practical high tech conveniences, delivered through the ingenious iPad. We loved swimming under the stars facing the million dollar harbour view. The bed is among the finest we've slept in. The rollaway bed is definitely the most comfortable we've ever had.

So why only three stars?

There was no ""wow"" factor, but the occasional ""u-oh"" moments. Checking in at 5pm wasn't exactly rush hour. There wasn't a line in front of me but all three receptionists were engaged. For some reasons those three guests took rather long to resolve their issues, so by the time I got to the counter it was 15 minutes later (while trying to control my kids from running around). The lady didn't say ""welcome to the Peninsula"" nor ""sorry to keep you waiting"" nor any pleasantries. It was just a curt ""you have a reservation with us?"" I can't say she was poorly mannered or unprofessional. But I had felt more warmth and welcoming checking into a Holiday Inn or Sheraton. You may say I'm picky, but for an establishment that prides itself with service, that certainly was far from impressive.

When I made the booking I told reservations that I was coming with my two children, and even emailed their ages for record. She said she would give them some ""treats"" for the stay. But alas while I was checking in the receptionist had to ask again for my kids' details, and I told her we had stayed there before and it should be in the records. Well, sure thing it was. Upon arriving at the room all I found was small jars of gummy bears and candy (which I admit were yummy). In my previous visits there were Peninsula teddy bears, colouring books and kids bathrobes and slippers. This time there was none. Perhaps it's just unfortunate that my previous experiences left a few ""wow"" moments which I came to expect this time round, only to be let down. So I just picked up the phone and called housekeeping to request for kids robes and slippers which sure enough were promptly delivered.

We went for a swim and ate dinner at poolside. Service there was excellent, though the quality of food was nothing to write home about (in fact my kids refused to take another bite of the spaghetti bolognaise for which I couldn't blame them). Later that night my wife ordered a sweet and sour soup through room service, and even though she was happy with the taste, the meager portion (despite the exorbitant charge) meant she didn't go to bed with a full stomach.

Well, the rest of the stay was rather uneventful. Check out was efficient, again without much warmth nor personal touch. But by then I had drawn my expectations down so much that I just assumed it was another Holiday Inn or Sheraton, even though the amount I was signing on the Amex chit denotes otherwise.

Perhaps it's time to look into the Four Seasons or Mandarin Oriental. In a city where super five star hotels are in abundance, I'm sure I'll find the pampering at such level of pricing... A dieu The Pen!"
271,Date of stay: September 2014,50,A Pleasant Mid-Autumn Festival,"We celebrated the Mid-Autumn Festival there.
We stayed in a superior suite, it was big & comfortable. The decoration was delightful.
Having dinner at Gaddi's, the food was absolutely delicious. Moreover, we enjoyed the superb performance very much !
All the staff provided the high standard services. They were polite & helpful.
Luckily, 4 pieces of mooncake were delivered to our bedroom. Delicious & famous !
We did enjoy a pleasant night !"
272,Date of stay: July 2014,50,Superlatives are not enough !!,"Have stayed a few times in the Peninsula - in fact where else in HK would you stay ??

The hotel amenities and service are fabulous and really defy superlatives. Rooms with a harbour view are superb, both with the view of the harbour and the symphony of lights as well as the technology in the rooms allowing everything to be operated from an I-Pad. Restaurants are fantastic and what can you say about the Afternoon High Tea in the lobby - words are not enough to describe the service, selection of goodies, and location. If you have never been o the Peninsula you need o do so - it is truly one of the greatest hotels in the world."
273,Date of stay: August 2014,50,LOVE this place,"I stayed for four nights in August with a friend and loved every minute! The hotel oozes luxury and sophistication with a service level to match. The rooms are beautifully and tastefully decorated with an array of electrical gadgets (tablets to operate every possible function - tv, curtains, room service menu, lights etc. etc.), a beautiful marble bathroom with an amazing shower and plenty of storage, plus the all important nail dryer ;)
The beds were sublimely comfortable with fantastic linen and I slept sooo well!
Fresh fruit and water is provided every day, a helpful concierge sends messages via the fax, the drop box and also by voicemail ensuring you never miss a message! They are very helpful with restaurant recommendations / bookings and always followed up.
The breakfasts are amazing - what a great way to start the day, albeit bit cheaply! They are approx. £25 per person but the spread is all delicious with yummy pastries, fresh fruit, yoghurts, cheeses, cold meats, cooked station, Asian options and lovely coffee and juices. We didn't need lunch!
The spa is a wonderful place to take some time out of the hustle and bustle of HK and relax with great views over the harbour.
All in all a great stay and I would not hesitate to recommend or return."
274,Date of stay: September 2014,50,Pure Luxury,"What can one say about ""The Pen"". Its pure luxury that is what one can say.

From the moment we were greeted at the airport to the moment we returned to the airport, we were treated royally.

Check in was in the room and done in less than 5 minutes. Our room was a ""Deluxe Courtyard"" which gave us a bit of a view of Hong Kong harbor. The room was beautifully equipped, my other half was very happy to find the ""James Bond"" make up mirror, hairdryer and nail dryer all close to hand. The en suite was very nicely laid out and we had plenty of storage space for our 5 day stay.

The food was simply sensational. We dined at both Gaddi's and Spring Moon hotel restaurants. We also visited ""The Verandah"" for breakfast, buffet lunch and dinner several times.

The staff were all extremely pleasant and helpful at all times, whilst the Spa and Pool were excellent to laze away a few hours of the day.

""The Pen"" is simply pure class. Everything is done to perfection and nothing less than perfection is excepted or given.

My partner and I will be back for another visit soon, already we can't wait to see ""The Pen"" again."
275,Date of stay: September 2014,50,The best!,"I've stayed here lots and never tire of this beautiful iconic hotel offering amazing service and quality in accommodation. Truly one of the best hotels in the world. The newly refurbished central tower suites are stunning, ipad operated everything and it's so easy to use. Enormous rooms, excellent bedding and quality of mattress etc., our room was serviced three times daily and unobrusively. The shopping malls under the hotel are great as is the foyer restaurant and every other restaurant in this gorgeous hotel. Felix restaurant is outstanding, food and service of the highest calibre but the other restaurants are great also. It's in such a great location, close to Star Ferry and the enormous shopping malls."
276,Date of stay: May 2014,50,"Frequent visitor, will stay here for years to come","Traveling to China for business, weekends are spent in Hong Kong. I have been staying at The Peninsula for years, both before and after the renovations. And my colleagues have been staying here since the 80s and keep coming back.

By far, the best service of any hotel I have been to in the world. It's the little things that are back or mind but make the service by far above the rest. From the check in where the employees remember me (I would come about 8 times per year) to helping find things to do.

My colleague was very sick once and they sent a staff nurse to check on him and would call in the next few days as he recovered.

The rooms since the renovation are above the rest. Tablets for controls of the room from TV to menus to internet radio and controlling the lights and curtains.

Great location by Nathan Rd/Peking Rd and close to Harbor City and plenty of restaurants and the MTR (subway)."
277,Date of stay: August 2014,50,"Outstanding service, room and location","We stayed in a harbour view suite and it was amazing. Beautiful room and night view.
When we booked the room, we had to change the dates etc, but they responded our emails really promptely. THey are very helpful and polite too.
I cannot think of anything bad about it, we had great stay there!"
