,date,rating,title,review
365,Date of stay: February 2018,50,Great Experience!,"This was a bucket list check box for me. I had always heard about the Peninsula HK and It did not disappoint. Beautiful iconic hotel in a great location of Kowloon. I recommend booking the hotel car service. Upon arrival from a long flight from Dubai, there was an attendant waiting for us when we got off the plane and onto a cart and quickly thru immigration, then out to a driver and off to the hotel. That was smooth and worth every penny. Arriving to the hotel, Riu the Guest Relations Agent was waiting to greet us and took us right up to the room by-passing the front desk. The personal service was wonderful and made check in easy (at the room) which was very nice. The rooms are beautiful and well kept, efficient and elegant decor. Breakfast was included in our rate and they did a great job assisting with dietary concerns without any problems. Afternoon tea service in the lobby was a lot of fun, just had to do it to partake in the classic old world ritual. Keep in mind this is an iconic hotel and can be very busy with locals, weddings, tourist etc. It's a big hotel and a landmark so the lobby area can get pretty chaotic...kind of like HK in general.
; ) I will stay here again on next trip to HK.
Safe travels everyone!"
366,Date of stay: March 2018,50,Best location!,"Great hotel, best location in Hong Kong, 3 minutes walk from ferry, and 5mins from the nearest station, surrounded by shopping malls and great HK atmosphere. Enjoyed the view, I would highly recommend it!"
367,Date of stay: April 2018,50,Celebrate my husband’s 50th birthday,"We enjoyed a week of spectacular views of the Hong Kong city, Victoria Harbour and the mountains behind the glittering neon signs from our 17th floor room. Room is elegant, spacious with up to date mod cons. Delightful decor and fabulous service. On our first day we took a day tour and the guide worked at the hotel. We later caught up with her in the swooning surrounds of the lobby and had a morning coffee. Relaxation and rejuvenation. Highlight for my husband was being picked up in a green rolls Royce at the airport and transported to this historic hotel on his birthday. As it was late we enjoyed fine in room dining. I have to admit the restaurant, Felix, where we feasted on the delights of the degustation menu, a few levels above our room, was my favourite memory of our time there. But there are also those breakfasts, the pool and spa facilities that are sensational to experience. I also enjoyed learning the history of the hotel that was playing on the tv at turndown. The hotel is significant and beautiful. The fragrant floral arrangements, amusing artworks and most importantly the welcoming, obliging staff. Thank you for a wonderful holiday to celebrate my husbands coming of age.😀❤️"
368,Date of stay: May 2018,50,Amazing,"We visited here for a buffet dinner. The hotel is easy to get to, and very beautiful.
The service is second to none, and the selection of foods available was really good. I can not recommend visiting highly enough.
Everything we tried tasted beautiful, and as I mentioned the selection was just great, we tried as much as we could, but eyes hungry than stomach I’m afraid.
The dessert station was fantastic as was the raspberry soufflé."
369,Date of stay: May 2018,40,Enjoyable Brunch.............,"We dropped into this iconic hotel and enjoyed brunch whilst we took in the atmosphere of this world famous hotel.

Whilst a little on the expensive side, it was worth the cost as we took in the ambiance and style of the magnificent design of the ground floor. The service was five star all the way and it was a joy to be able to relax and have a meal in a fuss free environment.

Well worth a visit if in Hong Kong and it is highly recommended for a very unique experience."
370,Date of stay: March 2018,50,Wonderful!,"Stayed there because of a fantastic room rate! (I am assuming that the price I paid was not the normal room rate)
What can one say, all luxury hotels should be modelled on this establishment!
No complaints really, but me being really picky. The food was pricey; but very good!
Wish I had the money to stay there more often.
If you get the chance, stay at this fantastic hotel!!!!"
371,Date of stay: April 2018,50,"Short trip to Hong Kong, enjoying the Peninsula very much","I did stay in the Peninsula in Bangkok and Manila before so when we planned to go to Hong Kong we decided to test the Peninsula there too. We didn't regret our decision.

The hotel is very close to the subway and ferry station from where you can reach any point in Hong Kong. It is next to the sea with a great view of the harbour and Hong Kong Island. However only if you are on a higher floor. They build something new between the harbour and the hotel. Not that high but removes the nice view on the lower rooms.
I experienced all the staff as super friendly and attentive.

The hotel rooms have all the features you need and more. Fresh fruits and water everyday. 3 tablets in the room to control music, lights, tv, aircon, etc. plenty of space for storage.
I loved the breakfast buffet even it was with around 50 USD rather expensive.

I also enjoyed the pool and spa area. The terrace has also a lovley view of the harbour and Hong Kong Island."
372,Date of stay: March 2018,50,One of my favourite hotels,"When you stay at the Peninsula Hotel you can be assured that it will be fantastic. Set in a beautiful historic building this hotel is the pinnacle of classic luxury. The staff are incredible and the restaurants are amazing. Make sure you book a room with the Hong Kong view, it is worth it"
373,Date of stay: April 2018,50,What a fantastic afternoon tea,"We were in Hong Kong, four adults and booked afternoon tea in the Peninsula. They could provide a Gluten free afternoon tea as well as a vegetarian afternoon tea.
We started off with a glass of champagne then cakes and sandwiches with plenty of choice of drinking teas. The Peninsula has a dress code as you would expect and even though you have to book, you'll queue and wait to be seated.

This was a fantastic experience in a great building and lovely atmosphere."
374,Date of stay: February 2018,50,Traditional luxury,"Peninsula is a real grand dame of Hong Kong and my favorite place to stay in Kowloon. Easy accessible to the shopping malls but it’s getting too crowded over the weekends.

Don’t forget to treat yourself with the best afternoon tea in city. Vivien was extremely helpful and took a great care of my family."
375,Date of stay: April 2018,40,2 nights in hong kong,"Stayed at this hotel with friends before boarding a cruise at the Ocean terminal. Reception and all staff very friendly and efficient. The deluxe room was excellent as was the indoor swimming pool. The restaurant food was not extraordinary but was very expensive. I would recommend going outside to eat, lots of restaurants in the vicinity"
376,Date of stay: October 2017,50,What an Icon,"The Peninsula Hong Kong belongs to an real benchmark for HongKong. The Spa and swimming area are fantastic also with its views over the Hongkong Harbour.

The Location is perfect for a short trip to the best luxury stores in Asia nearby"
377,Date of stay: September 2017,50,Simply one of the best hotels in the world,"Start with the Peninsula green Rolls Royce that picks you up at the airport (if ordered), then the high tech gadgetry in the opulent room, the absolutely stunning view from the rooftop spa and pool area, and afternoon tea which you can get in front of the throngs of people waiting since you are staying in the hotel. This hotel didn't disappoint at any point and it is very clear why it is the BEST place to stay in Hong Kong."
378,Date of stay: April 2018,50,Love this hotel!!,The Peninsula Hotel continues to impress me. I really enjoyed my stay here last year but was even more impressed the second time around. The rooms are clean and comfortable- I love the iPad that controls the entire room!
379,Date of stay: April 2018,50,From Airport to check out......Fabulous,"The Airport concierge met us as we disembarked from our Flight at HK International. A speedy transfer through the Airport & Immigration to be handed over to our Penn Driver, Sue, who was most professional.

We were booked into a Deluxe Room (2506)...a high floor but not a good outlook at the back of the Hotel....tip: when booking here request odd no. Rooms for a Harbour view,

The Room had every hi tech amenity necessary eg Control pads for every electrical item such Blinds, lighting, tv, aircon etc.

The Room facilities were, beyond expectations. A Nail Dryer?
And other extras.

The Location is superb taking only a few minutes to walk to the Harbour for the Star Ferry, Ocean Terminal for Cruise Ships and ideally located to walk into the Luxury Shopping area.

The Restaurants for breakfast were also excellent although we preferred the 1st floor Restaurant for both Buffet & A’ la Carte.

The Felix bar & Restaurant on the Top floor offers stunning views of the Harbour.

A stunning Hotel that delivered beyond our expectations."
380,Date of stay: April 2018,50,Just the best,"Second visit and they always deliver. Great rooms, super service, all the restaurants are good and the bar is quite special. Best place to stay in Hong Kong, close to everything. Try the limousine service, it’s awesome."
381,Date of stay: April 2018,50,Spectacular & Special Hotel,As seasoned luxury travelers we thought we saw everything. This hotel blew us away firstly for the incredible views but then for its location above a very high end and sizable shopping mall plus its extremely comfortable and high tech room plus the fabulous food. We would stay there again when we return to Hong Kong over the Peninsula where we had previously stayed several times. To us looking at Hong Kong Island from Kowloon is better than being there anyway.
382,Date of stay: March 2018,50,Pure luxury,"Extremely happy with my 2 night stay with my wife in march 2018. Many small little things this hotel has wich are unique, that make the stay even more memorable. Just a pure five star experience, and totally worth the money.
Very happy! I preferred being in Kowloon. Much more authentic. The boat ride over to Hong Kong island is very quick (5-7 minutes) and easy.

Stayed in a room with views over Hong Kong Island - very big windows. Perfect check-in and check-out experience.

I took the Rolls Royce pick-up from the airport wich was immaculate. Maybe a bit pricey, but surely worth it. Very professional in every aspect."
383,Date of stay: March 2018,30,Average room and poor concierge service,"Peninsular Hong Kong was always one of my favorite Hotels however my stay in March was disappointing , as a regular guest over the last few years I am normally offered an upgrade , this stay I was offered a very average room overlooking the back of the Hotel , which is not a very nice view , Concierge service was also not up to standard with staff quite rude and not helpful , unfortunately I will be going back to my other favourite Hotel Intercontinental where I always stayed before Peninsula with beautiful views over the Harbour and great Concierge Service , Danny"
384,Date of stay: April 2018,50,Incomparable,"Read this review in conjunction with my review of the Ritz-Carlton, to decide where to stay, depending on the vibe you would like to get on your visit to Hong Kong (iconic vs. futuristic). This review is strictly about the Peninsula, not the comparison.

This landmark hotel combines the best of the traditional (people have queued up for afternoon tea for almost a century) with some amazing in-room technology, a feature of Peninsulas everywhere. There is also a mind-boggling amount of swag, so much that I had to check baggage going home.

But it's really the service that makes The Peninsula stand out in a city known for high service standards. They somehow remembered that I really liked their chocolates (take a large number home with you--some of the world's best) and outfitted my room with both extra chocolates and a statue of the Peninsula's signature bellhop icon. I didn't even realize this was edible the first day I was there. They also remembered that I like to bring home tea bags for my wife, who says it's the best tea anywhere, so they outfitted my room with extra tea bags.

And this last trip I was one of ""those people"" who are always causing trouble with special requests. This time my cash cards weren't working (still don't know why) and they went out of their way to equip me with some cash, even though it was their policy not to get involved in that type of transaction.

I'm really at a loss for superlatives, other than to say that this is one of the world's best hotels and no one ever died wishing they had spent one less night at the Hong Kong Peninsula."
385,Date of stay: April 2018,50,Business gathering,"We met in the lobby of this great old same of a classic hotel for a formal business gathering and were lead up to the upper floors via the main lift to take a further smaller lift to the Heli-services area.

Amazing hotel that bursts with wealth charm and colonial grace. Don't miss a visit."
386,Date of stay: December 2017,50,Superior hotel with appropriate price,"One of the best HK impressions. The hotel has specialities like fleet of customized rolls Royce’s excellent food and well skilled stuff. Good selections of shops and great harbor view. If you ready to spend money for your hotel in hk, do it here"
387,Date of stay: April 2018,50,Ultimate Luxury,"Once in a while one returns to this iconic landmark hotel of Hong Kong and this was what I just did after a lapse of perhaps 3 years, and they still have my details on record. Indeed there are plenty of luxury hotels in Hong Kong but then there is only one Peninsula. Behind historic facades you have one of the most modern high tech rooms of the world, perhaps the undisputed No. 1 I have ever stayed in terms of provided facilities in the room, not only every thing you expect from a luxury hotel but also extra curiosity such as a nail-dryer for the lady. Each room has a separate desk (with printer/fax/full complement of stationary) for him and a dressing table for her. Fast wifi and multi-channel huge TV. There is even a TV at the bath tub. Cannot think of anything more one may need. In a word, one of the best hotels of the world, at a price of course but well-worth it for the affluent and for occasional indulgence for as commoner."
388,Date of stay: April 2018,50,Return to HKG,"Spent 7 months in HKG in 1991 whilst backpacking around Asia , and vowed to return for our 25th wedding anniversary and always wanted to spend some time at the peninsula.

It is just wonderful the service and attention to detail are perfect , we stayed in a harbour room view suite which offers nice views of the harbour and nightly light show .

Highly recommended."
389,Date of stay: November 2017,50,Iconic,"We stayed 3 nights in the Peninsula hotel as part of a trip to Hong Kong and Singapore
We had booked the Rolls Royce transfer and after having been met off our flight from London, escorted through immigration and our luggage collected it was a fabulous start to our trip to travel in the green rolls that have featured in so many films and travel programmes
Our first taste of the luxury the HK Peninsula has to offer
We had booked a deluxe harbour view room and whilst expensive, with floor to ceiling glass windows and amazing views over the harbour, it is worth every penny
I spent hours just watching the harbour traffic and the early morning sunrise.
The rooms are not particularly large and are probably the most expensive hotel rooms in HK but this is a iconic hotel with the most amazing staff who cater to your every need
From the pool attendant who came up with off the menu suggestions for lunch when nothing appealed, to the terrace staff who anticipated when there was a need for a parasol because the sun was getting too hot
Breakfast in Le Lobby was lovely with a great selection of fruits, juices and pastries as well as hot dishes to order. It was entertaining sitting there watching the coming and goings.
The only let down was that there is no lounge area on the ground floor, only two tall wooden chairs
And if you want afternoon tea you need to book, you cannot assume as a resident you will get a table. It is a real tourist magnet with queues out of the door
The hotel has a great selection of restaurants from Cantonese to Swiss to French and the Veranda which is a fabulous European mixed buffet which warrants a separate review
I cannot recommend the HK Peninsula highly enough. It is everything you expect it to be and more
An amazing experience"
390,Date of stay: April 2018,50,Fantastic Easter Break- without doubt the best luxury hotel experience we have enjoyed,"From being greeted at the airport gate with a buggy, quickly passing through customs to the awaiting RR Peninsula Green Phantom we were very impressed with the attention to detail and hospitality extended. Henry took us to suite 446 where a healthy breakfast was provided with the hotels compliments and then invited us to participate in the Easter egg painting which Imogen and Montgomery were very excited about. The room was superb with the most comfortable beds and state of the art electronic everything. Thank you to all the professional and attentive staff at the Peninsula Hotel who made this a memorable stay."
391,Date of stay: December 2017,50,Superb,"One of the Grande Dames of hotels. Nothing better in HK bar none.
Only wonderful things to say... superb service, great rooms, and excellent food.Spa is outstanding as well.... spacious and accommodating.

The only place to stay in Kowloon."
392,Date of stay: March 2018,50,Impeccable service,"This was our second visit to The Penninsula. Our first stay was pretty perfect, but this time seemed even more enjoyable. The views from our high floor room over the harbour were fantastic, we spent a lot of time admiring the ever changing scene ,day and night. The staff are excellent ,all knowledgeable, helpful and unobtrusive. Our room was serviced twice a day to a very high standard, though we never saw anyone doing it. The bed was incredibly comfortable, and the room had everything we needed and more. AC, curtains and lighting all controlled by an iPad by the bed. Afternoon tea was as delightful as we remembered, good to book it, but think the staff may always be able to find a table for residents.Other than afternoon tea we only had breakfast in the hotel, it was plentiful with very nice fruit and bakery goods,good coffee too. The lady at the egg station always managed to remember what you had the day before! Omelettes were excellent.
A lovely historic hotel which manages to feel very small and personal,in an unbeatable position. Hope we will return one day!"
393,Date of stay: March 2018,50,Amazing hotel,"The service was second to none. We felt very special. The VIP pick up service from airport in Rolls Royce was worth every penny for a special experience. If you can stretch to it there is also helicopter transfers and scenic flights from hotel.
Afternoon tea is very popular so if you are staying in hotel, book your place to save queuing.
Room was spacious, clean and comfortable.
Swimming pool and gym were great. Large pool with deck with loungers and tables for breakfast or drinks."
394,Date of stay: April 2018,50,Treat yourself to the Best,"In addition the beautiful historic lobby , the wonderful ipad control for the lights, service and temperature the staff is among the best I have seen in more than 150 countries. They are superbly trained in customer service and reflect the special family values of the family owned Peniinsula Hotels.
Mateo Gonzalez, Assistant Front office manager deserves special mention for his ability to upgrade our room, which was part of the American Express platinum program.
The Superior harbor view suite was as good or better than you will find anywhere, The view was spectacular, the layout extremely well done and the space gracious. I loved the labels on the doors and drawers for everything from the hair dryer to the nail dryer.
Special mention also goes to Nicolas DuPont at the front desk and Brian Faul Chief Concierge for their helpful suggestions on how to go to Shenzhen on your own among other things.

We were so pleased with the food we ate all our meals there..There is even a Swiss restaurant with fondue as well as an extraordinarily sumptuous buffet dinner among others.

We chose to include breakfast in our package and the buffet was excellent. The croissants were perfect and the real maple syrup on the waffles especially good.The smoked salmon was high quality and plentiful."
395,Date of stay: March 2018,50,Exceptional service,"By far the best hotel I have ever stayed at. The room is well appointed and well equipped. The staff is well trained. At check in I informed the front desk that when we check out in three days, we want to leave two pieces of luggage for. Them to store and we will return after our trip to Macau and claim them. At check out, we called for luggage assistance, the bellman inquired which two pieces of luggage to be stored in the hotel without us mentioning it. I am so impressed. All the restaurants have excellent food and exceptional service to boot."
396,Date of stay: March 2018,50,Stunning,"From start to finish, this is an amazing hotel. From a VIP service through immigration, to the most beautiful lobby, to great views, to an amazing breakfast buffet, everything is picture perfect. Worth every penny."
397,Date of stay: March 2018,50,A Magical Experience!,"If you want to be treated like royalty, stay at the Peninsula Hong Kong! From the moment we arrived, we were welcomed and made to feel special. The room was spacious and fantastic with both charming and high tech appointments. The staff was always helpful, and they sent a lovely surprise for my husband’s birthday, too.

The buffet breakfast was elegant, yet comfortable, and absolutely extraordinary.

It’s the only place to stay in Hong Kong."
398,Date of stay: April 2017,50,The FlagShip of The Peninsula Hotels,"This was a fantastic Birthday Surprise as I landed there late afternoon on my birthday all the way from the East Coast of USA! By the time I entered my quarters, the very observant front desk associate already had arranged the bespoke birthday cake and soft ambiance lights!! I was very moved also by their impeccability in organizing my sudden last moment travels to Beijing the following day! Top of the line place and team -as some of us know- that implies Worldwide!"
399,Date of stay: March 2018,50,A nearly perfect stay,"Was in Hong Kong for Art Basel and though many wanted to stay near the Convention Center, I would stay nowhere else.

The views from the room are phenomenal. The service is impeccable. It's everything a luxury hotel should be. Love the Peninsula brand and that once you've stayed at one, they all have the same systems so it's easy to acclimate. And the valet box is such an advantage. Busy getting ready and waiting for someone to come knock and fetch your laundry is so yesterday!

Gym was great. Machines in perfect condition.

Breakfast each morning was delicious and enjoyable.

One complaint, my printer didn't work. Housekeeping couldn't fix. Supervisor was called but never showed. The business center was locked [midday - very odd]. But, being the Peninsula, the front desk stepped in immediately and printed what I needed for my meeting and all was made right.

Left indecent reviews for Felix and the Bar....both were great. Yes, some nights you want to go out and experience the city. But sometimes, having several fantastic options to stay in are most welcome.

Also, forgot to pack my loafers and having the shopping arcade saved me!"
400,Date of stay: March 2018,50,Utter bliss,I have been lucky enough to have stayed at this grand hotel on three occasions. However this last stay was for 12 nights quite a long stay. We choose to spoil ourselves completely so had the Rools Royce meet us this entailed a man meeting us at the gate upon our arrival taking care of our hand luggage ushering us through the fast lane immigration collecting our luggage and delivering us to our Rolls Royce driver. After a very smooth ride we were met at the entrance to the peninsula by a lovely young lady who took us to our room and checked us in. A bowl of fruit and some delicious chocolates awaited us followed by a man with tea. The whole experience was luxurious I must say since my last stay a long time ago some small economic changes have occurred such as the rooms when refurbished are much smaller and similar small cutbacks but nothing detracts from the overall grandeur
401,Date of stay: March 2018,50,Great location and amazing service.,The Peninsula Hong Kong is conveniently located with amazing views. The service was great. The breakfast buffet every morning had a wide variety of foods. There is a bar with great views and both the men and women's bathrooms are a must to visit while there.
402,Date of stay: March 2018,40,Lovely hotel,"I really enjoyed staying at this hotel. The rooms were nicely designed and well equipped. Loved the mirror that popped up on the desk to dry your hair, all the charging cables, the board for my hair straightener and the universal remote control from the large iPad like screen to dim lights, open blinds, adjust room temperature etc.. Also you can leave your shoes to be cleaned which was a nice touch. My dining experiences weren't as great though. High tea and breakfast in the lobby were both extremely slow with numerous mistakes including not getting our tea with high tea despite being there for over an hour."
403,Date of stay: March 2018,50,Grand Hotel Peninsula HK,The level of your stay is in the details. The don’t leave details to chance at the HK Peninsula they are always doing there utmost to please there guests. There concierge team is the best I’ve ever encountered amazing. Wonderful and tasteful breakfast buffet with worldly flavours. The “Bar” was class all by itself top shelf. Thank you to the team at the Peninsula for helping imbed such a pleasant memory of Hong Kong.
404,Date of stay: March 2018,50,Great Hotel,"Loved this hotel, too many highlights to mention. 5 star service included everything from shoe shine to Rolls Royce pickup from the airport. Great swimming pool and workout facilities. Awesome partnership with American Express and terrific staff with attention to detail."
405,Date of stay: March 2018,50,Brilliantly planned details,"Gorgeous, elegant hotel reminiscent of colonial times. The rooms are more thought out than any hotel room that I have ever encountered. The entire room is operated by an IPAD- that actually works!! The lights are operated not by a regular switch but by a dimming touch pad on the walls. If you want to have your clothes cleaned you put the clothes in a chute which has access to the hallway and when you press the valet button, someone arrives and takes the clothes out of the hamper from the hallway. Such a cool detail. The rooms are accented with gorgeous dark wood. The showers are excellent and the bathrooms have dual sinks. These are just some of the details. Truly enjoyed this hotel."
406,Date of stay: March 2018,40,The little things...,"Number 1: It's a Peninsula. So service is great. Number 2: It's located where it's located: Can't beat the location if you don't want to be on the island side. It's a fun spot and makes for a difference experience of HK vs. staying on the island. If you get a new room in the tower overlooking the HK skyline, you'll be happy. If you end up in a room on the lower floors with stains on the carpet, etc. -- doesn't make for a 5-star experience. I'm actually shocked that they would give anyone a room with major stains on the carpet. So... it'll come down to the room you get. We reserved the Rolls Royce pick-up -- great experience from the gate to the hotel. Just be aware: The car is perhaps good for three people in the back... if you're four... sitting in the front just doesn't make for the same experience and I recommend against booking the RR as soon as someone has to sit in the front. On the way back we did their van service: Excellent. Good ride. A rep waited for us at the airport and helped us with the luggage, check-in, etc. -- worth it. So, all great... if you, Peninsula, would only make sure your carpets are clean."
407,Date of stay: March 2018,50,Rosie,"My friends and I returned twice for afternoon tea thanks to the superb service we received from the waiter Loui on our first visit. He was kind, courteous and excellent at his job, nothing was too much trouble and he made our visits memorable events. On our final visit this afternoon we asked after Loui to be told he was on his break as he was scheduled to work an evening shift. After a few minutes he appeared and waited on us with his customary charm and attentiveness! All in all a credit to the magnificent Peninsula hotel."
408,Date of stay: November 2017,50,Hospitality Perfected,"My bride and I stayed at The Peninsula following our wedding, which was held at a different venue. Everything about our stay showed the consideration, expertise and service for which The Peninsula is known. The staff knew we would be exhausted after our wedding day and so arranged for us to be whisked straight from the hotel car to our room, where check in was completed. They had refreshments waiting for us their and we ordered excellent room service and relaxed. Various friends and family visited us during our stay (which was for two days before leaving Hong Kong) and we tried the Swiss restaurant and cocktail bar, both of which were excellent. My wife and I both travel extensively and have stayed in a great many hotels. We agreed afterwards that The Peninsula is the best we have experienced anywhere in the world. I cannot recommend it more strongly, and we have resolved to make it a tradition spend our anniversary there."
409,Date of stay: March 2018,40,"good, but far from perfect","We have just had stayed 5 days in 4 Seasons hotel in Koh Samui (Thailand) prior to stay in the Peninsula Hotel in HK. This probably did not help as I gave a 5 to the 4 Season (it was basically all perfect). I can’t say the same this time.
We enjoyed the room of course (+ the electronic controlers > nice and easy), the whisky bar at the 1st floor (nice atmosphere and nice cocktails) The rest was just slightly disappointing. Just small details that leave you with a vit taste of disappointment:
- we could not find where to use the hair dryer (no mirror near the plug or we just could not find it)
- the app on the tablet does not allow you to order daily food apart from the breakfast menu (you still need to call the operator). Also, you cannot order a simple black coffee on the app. 2 smoothies that were ordered were missed.
- The staff was friendly but a snip arrogant or complacent (you just had this feeling that you were annoying them, especially the concierges.
No big things, but detaisl that kind of ruin your overall impression when you set your expectation high.

Finally, we enjoyed the first star Michelin Chinese restaurant (on the first floor). We had a good time and the waiters were night. BUT, we just found the food tasteless. No way, we think this would deserve a 1Star Michelin in Europe.

Our conclusion: good, but far from perfect."
410,Date of stay: February 2018,50,A classy high-end hotel to stay in HK,"Beautiful hotel, it reminded me a bit of Taj Palace Mumbai, a more modern version,if possible pls do ask for a room with the view.

A lot of ppl were lining up for afternoon tea. If you can get a seat you shall experience that too.

Service is great."
411,Date of stay: March 2018,50,Immense,"It was my first visit to Hong Kong and we stayed at the formidable Peninsula Hotel.

Can definitely recommend the Rolls Royce transfer- met at the aircraft door driven in a buggy to immigration then escorted to the waiting Rolls Royce then on to the hotel where you are given in room check in. Our room was available at 7am and we were given late check out until 2pm.

The spa was a great area to relax, we sat outside with views over to Central.

The service was consistently high- every request we made was done in a timely manner.

We had the choice of breakfast in the lobby or Verandah. We tried both but preferred the lobby where you ordered a la carte and it is such a great place for people watching.

Our room was a standard category (deluxe) but there was nothing standard about the room. It had a spacious foyer with wardrobe, a separate toilet with wash basin, bathroom with separate shower and bath with dual sinks. The bedroom area had a sofa and desk in the seating area with plenty of space and twin beds as requested. There were 3 ipads in the room which controlled TV, curtains, lighting. HD movies were free."
412,Date of stay: February 2018,50,Everything you expect and more,"This hotel comes with certain expectations which it more than lives up to. The service is absolutely impeccable, the incredible quality of the food and the high-tech room with every comfort are all fabulous. On top of this the helpfulness of all the staff is remarkable. A particular mention must go to concierge who helped us with everything from a restaurant reservation to maps, suggestions and information.
Yes it is expensive but worth every penny."
413,Date of stay: March 2018,50,Golfing Holiday,"Stayed 4 nights at the Peninsula.

From checkin to checkout - only one word can describe this hotel ( fabulous service level). Everyone plays a part and everyone deserves the accolades and a pat on the shoulder for a job well done.

Most have describe about the rooms and therefore will not dwell too much on it. Like the high ceilings in the room (only feedback lack of clock or time except on the iPads - suggestion to place a small waterproof clock in the bathtub for those who love to soak longer in a bathtub)... Lovely!

Concierge:- kudos to Cissie and Kyris for their help in getting our dinner reservations at the 3 stars Michelin restaurants before our arrival. They also assisted in getting our transport arrangements to the Golf courses. Everything went about like clock work.

Front Desk:- Joey, helpful and cheerful on recommending nice local joints for our late supper.

Bell hop:- sorry did not get his name but the tall bespectacled gentleman was most helpful in arranging all our golf bags before and after our game.

Did not take advantage of any of the FnB outlets as our schedule was tight playing 3 days of Golf.

Will definitely return even if if it was just to sleep."
414,Date of stay: February 2018,30,"Expensive food, not worth it","Last month I visited the hotel lobby twice to get dinner. Based on my two experiences I can say that the food is overpriced for the portion served. Moreover, when I ordered soup, the bread they served it with was not fresh anymore. Food service is fast but to request other items in between meals I had to be really persistent to catch the waiter's attention."
415,Date of stay: April 2017,50,No other place like this ! Impossible !,"We were very lucky as we stayed at the Marco Polo Suite, and then, there, the world at our feet.
Stonishing views from Victoria Harbour,
Excelent Staff, professional and Kind
Service is perfect !
Linen so good.. peaceful dreaming
The suite had three wind sides of the building.
Rolls Royce service from the airport.
Breakfast excelent quality and service as well
All in all, unforgettable.
I have been at The Peninsula many times, and even the deluxe superior rooms are excelent !
Everything at the Peninsula is certainly unforgettable for the quality of excelence !"
416,Date of stay: November 2017,50,"Another one off the ""bucket list""","Always wanted to visit and stay at the Peninsula - remembered it as a child when lived in Hong Kong - it was the place to stay. Luxury at its finest - from the green rolls royce pick up at the airport to the amazing rooms/suite. And ""afternoon tea"" is the highlight of any visit to the Peninsula. Shame the weather didnt match the hotel. Highly recommended and would definately go back."
417,Date of stay: January 2018,50,"Exemplary hotel, faultless","It is not often you get to say that hotel exceeds expectations. The Pennisula in Hong Kong did just that for us. I don’t know if you’re like me, but, quite often with the price point of 5 star hotels you expect the best and for several reasons they miss the mark. This hotel doesn’t.

We arrived at the crack of dawn from our Manchester flight to Hong Kong and our room was available for us to check in at 8am - we couldn’t believe our luck. That was a wonderful benefit to us. Obviously you can’t always be that lucky; we were this time and we’re so grateful to the Pennisula for going the extra mile to get our room ready.

We were also granted a wonderful room on the second from highest floor of the hotel which was just fabulous for us. For the views of the helicopters and also the views over to Hong Kong island.

The breakfast buffet is delightful, the food and beverage staff work wonders. The service feels effortless and relaxing to watch.

You can even book a helicopter trip from the top of the hotel. We did that with the help of the concierge who were again exemplary to deal with. And went the extra mile to make sure that we were able to get on the flight before we left.

I would highly recommend getting the hotel to book your airport transfers.

Pre book dinner at the hotels restaurants weeks before you arrive as friends of ours couldn’t get in, as they hadn’t.

We absolutely loved the speak easy feel bar. Whilst we appreciate it won’t be everyone’s cup of tea; we felt right at home listening to the live music on the bar stools (which have backs) and eating about 394394 of the chilli chocolate covered almonds that they provide.

We can’t wait to return to this delightful hotel."
418,Date of stay: February 2018,50,Simply stunning,"If you‘re looking for a stupendous view, ideal location, impeccable service, elegant rooms, great breakfast buffet and an excellent spa, look no further!

The Japanese restaurant is outstanding; the other restaurants are merely good."
419,Date of stay: February 2018,50,Massage and reflexology,"Little hidden gem I wish I’d found earlier in our stay. Lovely massage and staff with satisfactory - good English skills. Reflexology was professional and explained throughout. Massage wasn’t the best I’ve ever had but still
Very nice. $348HK for two hours"
420,Date of stay: January 2018,50,Pleasant Stay,"The Peninsula is a spectacular hotel. The room was beautifully appointed. The room's many technology features were very easy to navigate. The bed was the most comfortable in which we have ever slept! We were also bowled over by the view of Hong Kong island across the harbour.
The buffet breakfast was superb with an amazing variety of food available."
421,Date of stay: February 2018,50,The Peninsula delivers again,"For decades The Peninsula (The Pen) has been a mandatory stop for me whenever I visit Hong Kong, because I cannot resist the old world charm of the place.

Earlier this month (Mon.12 Feb), I arranged to meet an associate for coffee and cake at The Pen. As I got delayed en route by almost an hour, I decided to treat my associate to lunch at The Lobby to make up for her long wait. We decided to go for the 3-course set lunch.

As expected from The Pen, each course was delicious and filling; however, what impressed me the most this time was not so much the food but the service. While I have always found the staff at The Pen to be unfailingly polite and efficient, they have also always seemed a little cold and up-tight--I ought to stress that this is not unique to The Pen. The young lady waiter who waited upon my table this time surprised me by her relaxed and helpful manner. She was was human, had a sense of humour, and nothing was too much trouble for her--she was simply outstanding.

I am one of those ""difficult"" customers with food allergies and health problems that I wish I did not have. And this young lady, whose name I regret not knowing, went the extra mile to ensure that I did not go hungry and that I had a good experience.

My salad arrived with the goat cheese served in a separate small dish; the sides for the beautifully cooked steak were replaced with safe substitutes; and the dessert was tweaked so that the banana ice-cream was replaced by a quenelle of raspberry sorbet.

The bill came to under HKD900, which is a steal for the experience, I think.

Thanks again to the nameless young lady waiter and to all the kitchen staff involved in making my latest visit so enjoyable. I now have another happy memory to add to my list of fond memories associated with The Pen."
